# BUSCO version is: 6.0.0 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
119439at33090	Missing
120031at33090	Missing
120338at33090	Missing
120455at33090	Missing
120589at33090	Missing
121281at33090	Missing
121303at33090	Missing
122367at33090	Missing
122422at33090	Missing
122831at33090	Missing
122958at33090	Missing
123838at33090	Missing
125550at33090	Missing
125747at33090	Missing
126138at33090	Missing
126427at33090	Missing
127059at33090	Missing
128774at33090	Missing
130268at33090	Missing
130279at33090	Missing
130637at33090	Missing
131556at33090	Missing
131874at33090	Missing
131914at33090	Missing
133112at33090	Missing
133622at33090	Missing
134078at33090	Missing
135419at33090	Missing
135892at33090	Missing
136118at33090	Missing
136267at33090	Missing
136579at33090	Missing
137018at33090	Missing
137771at33090	Missing
137787at33090	Missing
138499at33090	Missing
138782at33090	Missing
139062at33090	Missing
139450at33090	Complete	Z_mays_g000233.t1	52.9	186	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139497at33090	Missing
140683at33090	Missing
140876at33090	Missing
141370at33090	Missing
141861at33090	Missing
142077at33090	Missing
142382at33090	Missing
142433at33090	Missing
143102at33090	Missing
143347at33090	Missing
143963at33090	Missing
143978at33090	Missing
144144at33090	Missing
144680at33090	Missing
144716at33090	Missing
144765at33090	Missing
144990at33090	Missing
145061at33090	Missing
145734at33090	Missing
146354at33090	Missing
146469at33090	Missing
146772at33090	Missing
146921at33090	Missing
147083at33090	Missing
147262at33090	Missing
148236at33090	Missing
148539at33090	Missing
148839at33090	Missing
149782at33090	Missing
150470at33090	Missing
150559at33090	Missing
152317at33090	Missing
153820at33090	Missing
154870at33090	Missing
155102at33090	Missing
156843at33090	Missing
156887at33090	Missing
158492at33090	Missing
158957at33090	Missing
160064at33090	Missing
160610at33090	Missing
160680at33090	Missing
161054at33090	Missing
161066at33090	Missing
161269at33090	Missing
161309at33090	Missing
161559at33090	Missing
161966at33090	Missing
162794at33090	Missing
163097at33090	Missing
163701at33090	Missing
163833at33090	Missing
164019at33090	Missing
164280at33090	Missing
164556at33090	Missing
165103at33090	Missing
166645at33090	Missing
166660at33090	Missing
167076at33090	Missing
167217at33090	Missing
167325at33090	Missing
167809at33090	Missing
167850at33090	Missing
167932at33090	Missing
168269at33090	Missing
168270at33090	Missing
168563at33090	Missing
169007at33090	Missing
170939at33090	Missing
170945at33090	Missing
171195at33090	Missing
171627at33090	Missing
171708at33090	Missing
171767at33090	Missing
172000at33090	Missing
172535at33090	Missing
172666at33090	Missing
173119at33090	Missing
173143at33090	Missing
173477at33090	Missing
173581at33090	Missing
174202at33090	Missing
174213at33090	Missing
174767at33090	Missing
175583at33090	Missing
175792at33090	Missing
175963at33090	Missing
176016at33090	Missing
176328at33090	Missing
177296at33090	Missing
177720at33090	Missing
177964at33090	Missing
178386at33090	Missing
179975at33090	Missing
180408at33090	Missing
180466at33090	Missing
180674at33090	Missing
181108at33090	Missing
182493at33090	Missing
182513at33090	Missing
182936at33090	Missing
182952at33090	Missing
183313at33090	Missing
183396at33090	Missing
183719at33090	Missing
183931at33090	Missing
184066at33090	Missing
184405at33090	Missing
184776at33090	Missing
185172at33090	Missing
185214at33090	Missing
185696at33090	Missing
185941at33090	Missing
186340at33090	Missing
187462at33090	Missing
187866at33090	Missing
187914at33090	Missing
188180at33090	Missing
188436at33090	Missing
188583at33090	Missing
188938at33090	Missing
189891at33090	Missing
190390at33090	Missing
191125at33090	Missing
191396at33090	Missing
191581at33090	Missing
192090at33090	Missing
192376at33090	Missing
192456at33090	Missing
192750at33090	Missing
193351at33090	Missing
193437at33090	Missing
193683at33090	Missing
193777at33090	Missing
193982at33090	Missing
194002at33090	Missing
194293at33090	Missing
194372at33090	Missing
194467at33090	Missing
195185at33090	Missing
195354at33090	Missing
195527at33090	Missing
195843at33090	Missing
196198at33090	Missing
196248at33090	Missing
196324at33090	Missing
196325at33090	Missing
196410at33090	Missing
196443at33090	Missing
196490at33090	Missing
196512at33090	Missing
196850at33090	Missing
196873at33090	Missing
196991at33090	Missing
197780at33090	Missing
197838at33090	Missing
198012at33090	Missing
198570at33090	Missing
199163at33090	Missing
199618at33090	Missing
199795at33090	Missing
200316at33090	Missing
200488at33090	Missing
200499at33090	Missing
200687at33090	Missing
201861at33090	Missing
202025at33090	Missing
203023at33090	Missing
203383at33090	Missing
203818at33090	Missing
204117at33090	Missing
204880at33090	Missing
205308at33090	Missing
206164at33090	Missing
206170at33090	Missing
207179at33090	Missing
207898at33090	Missing
208706at33090	Missing
208707at33090	Missing
208849at33090	Missing
209015at33090	Missing
209301at33090	Missing
209302at33090	Missing
209516at33090	Missing
210493at33090	Missing
210551at33090	Missing
210557at33090	Missing
210851at33090	Missing
211645at33090	Missing
212331at33090	Missing
212845at33090	Missing
213827at33090	Missing
213828at33090	Missing
214313at33090	Missing
215062at33090	Missing
215487at33090	Missing
215817at33090	Missing
216228at33090	Missing
216601at33090	Missing
217014at33090	Missing
217521at33090	Missing
218947at33090	Missing
219128at33090	Missing
219839at33090	Missing
220165at33090	Missing
220316at33090	Missing
220587at33090	Missing
220589at33090	Missing
220981at33090	Missing
223902at33090	Missing
225336at33090	Missing
227848at33090	Missing
228201at33090	Missing
229764at33090	Missing
229778at33090	Missing
229782at33090	Missing
230103at33090	Missing
231151at33090	Missing
231707at33090	Missing
233744at33090	Missing
234046at33090	Missing
238204at33090	Missing
238385at33090	Missing
