13643at33090	Complete	Z_mays_g037314.t1	917.6	622	https://v10-1.orthodb.org/?query=13643at33090	Conserved oligomeric Golgi complex subunit 7
15682at33090	Missing
16726at33090	Fragmented	Z_mays_g000370.t1	543.9	321	https://v10-1.orthodb.org/?query=16726at33090	ATPase, AAA-type, conserved site
18455at33090	Complete	Z_mays_g029185.t1	381.2	403	https://v10-1.orthodb.org/?query=18455at33090	WD40-repeat-containing domain
18801at33090	Fragmented	Z_mays_g036417.t1	653.9	521	https://v10-1.orthodb.org/?query=18801at33090	Condensin complex subunit 3
21163at33090	Missing
21751at33090	Fragmented	Z_mays_g036377.t1	375.1	247	https://v10-1.orthodb.org/?query=21751at33090	Glycine-tRNA ligase, alpha subunit
21857at33090	Missing
22109at33090	Fragmented	Z_mays_g014530.t1	338.7	176	https://v10-1.orthodb.org/?query=22109at33090	Quinolinate synthetase A
22618at33090	Complete	Z_mays_g036388.t1	474.2	348	https://v10-1.orthodb.org/?query=22618at33090	BTB/POZ domain
22958at33090	Fragmented	Z_mays_g004160.t1	605.4	409	https://v10-1.orthodb.org/?query=22958at33090	SAP domain
23444at33090	Fragmented	Z_mays_g002472.t1	188.4	162	https://v10-1.orthodb.org/?query=23444at33090	Pumilio RNA-binding repeat
23853at33090	Missing
24838at33090	Missing
25435at33090	Fragmented	Z_mays_g001043.t1	251.8	257	https://v10-1.orthodb.org/?query=25435at33090	ATPase, AAA-type, core
26868at33090	Complete	Z_mays_g001219.t1	533.9	369	https://v10-1.orthodb.org/?query=26868at33090	Aprataxin, C2HE/C2H2/C2HC zinc finger
27237at33090	Fragmented	Z_mays_g015856.t1	557.2	380	https://v10-1.orthodb.org/?query=27237at33090	Nucleic acid-binding, OB-fold
27607at33090	Fragmented	Z_mays_g023046.t1	353.6	278	https://v10-1.orthodb.org/?query=27607at33090	FG-GAP repeat-containing protein
28920at33090	Complete	Z_mays_g014867.t1	348.5	467	https://v10-1.orthodb.org/?query=28920at33090	MCM domain
31155at33090	Fragmented	Z_mays_g019790.t1	387.8	317	https://v10-1.orthodb.org/?query=31155at33090	-alpha-acetyltransferase 35, NatC auxiliary subunit
31855at33090	Missing
32730at33090	Fragmented	Z_mays_g000072.t23	209.3	150	https://v10-1.orthodb.org/?query=32730at33090	THO complex, subunit THOC1
32923at33090	Fragmented	Z_mays_g034505.t1	425.0	335	https://v10-1.orthodb.org/?query=32923at33090	Ubiquitin-like modifier-activating enzyme Atg7
33264at33090	Fragmented	Z_mays_g031331.t1	221.3	145	https://v10-1.orthodb.org/?query=33264at33090	Tyrosyl-DNA phosphodiesterase I
34517at33090	Fragmented	Z_mays_g028096.t1	696.5	424	https://v10-1.orthodb.org/?query=34517at33090	Conserved oligomeric Golgi complex subunit 5
35499at33090	Missing
35887at33090	Fragmented	Z_mays_g003740.t1	396.8	270	https://v10-1.orthodb.org/?query=35887at33090	Rad4 beta-hairpin domain 1
36284at33090	Fragmented	Z_mays_g016300.t1	152.0	287	https://v10-1.orthodb.org/?query=36284at33090	Dynamin superfamily
37663at33090	Complete	Z_mays_g008358.t1	685.0	457	https://v10-1.orthodb.org/?query=37663at33090	MoeA, C-terminal, domain IV
37699at33090	Missing
39913at33090	Fragmented	Z_mays_g024656.t1	428.7	287	https://v10-1.orthodb.org/?query=39913at33090	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type
40630at33090	Missing
41146at33090	Fragmented	Z_mays_g003903.t1	277.2	237	https://v10-1.orthodb.org/?query=41146at33090	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
41244at33090	Missing
42407at33090	Fragmented	Z_mays_g022376.t1	322.6	320	https://v10-1.orthodb.org/?query=42407at33090	WW domain
43683at33090	Missing
43957at33090	Complete	Z_mays_g028716.t1	1083.6	686	https://v10-1.orthodb.org/?query=43957at33090	WD40 repeat
44063at33090	Fragmented	Z_mays_g031780.t1	278.3	223	https://v10-1.orthodb.org/?query=44063at33090	4-alpha-glucanotransferase
44526at33090	Complete	Z_mays_g026572.t1	663.0	506	https://v10-1.orthodb.org/?query=44526at33090	GPI transamidase component PIG-T
46307at33090	Fragmented	Z_mays_g018649.t1	660.7	340	https://v10-1.orthodb.org/?query=46307at33090	Acetyl-coenzyme A carboxyltransferase, C-terminal
48027at33090	Fragmented	Z_mays_g021217.t1	455.3	286	https://v10-1.orthodb.org/?query=48027at33090	Aminoacyl-tRNA synthetase, class I, anticodon-binding
48290at33090	Fragmented	Z_mays_g014549.t1	288.5	235	https://v10-1.orthodb.org/?query=48290at33090	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
48645at33090	Fragmented	Z_mays_g030232.t1	378.1	283	https://v10-1.orthodb.org/?query=48645at33090	Cwf19-like, C-terminal domain-1
49092at33090	Fragmented	Z_mays_g028747.t1	382.5	263	https://v10-1.orthodb.org/?query=49092at33090	Aldehyde dehydrogenase domain
50512at33090	Fragmented	Z_mays_g015555.t1	301.0	198	https://v10-1.orthodb.org/?query=50512at33090	uncharacterized protein LOC107776719
50528at33090	Fragmented	Z_mays_g032979.t1	128.8	134	https://v10-1.orthodb.org/?query=50528at33090	Light-mediated development protein DET1
51214at33090	Complete	Z_mays_g033658.t1	431.0	313	https://v10-1.orthodb.org/?query=51214at33090	RNA helicase
51262at33090	Fragmented	Z_mays_g028537.t1	346.2	268	https://v10-1.orthodb.org/?query=51262at33090	Peroxisomal/glyoxysomal leader peptide-processing protease
52348at33090	Fragmented	Z_mays_g033047.t1	134.0	107	https://v10-1.orthodb.org/?query=52348at33090	JmjC domain
52435at33090	Missing
52795at33090	Fragmented	Z_mays_g022215.t1	205.1	220	https://v10-1.orthodb.org/?query=52795at33090	Lysine--tRNA ligase
53416at33090	Complete	Z_mays_g025052.t1	503.1	358	https://v10-1.orthodb.org/?query=53416at33090	Alpha-1,3-glucosyltransferase
53527at33090	Missing
55448at33090	Complete	Z_mays_g029308.t1	673.6	361	https://v10-1.orthodb.org/?query=55448at33090	Proline-tRNA ligase, class IIa
57004at33090	Missing
58672at33090	Duplicated	Z_mays_g010300.t1	458.0	261	https://v10-1.orthodb.org/?query=58672at33090	VDE lipocalin domain
58672at33090	Duplicated	Z_mays_g010300.t2	458.0	261	https://v10-1.orthodb.org/?query=58672at33090	VDE lipocalin domain
60262at33090	Fragmented	Z_mays_g031535.t1	133.0	109	https://v10-1.orthodb.org/?query=60262at33090	WD40/YVTN repeat-like-containing domain superfamily
62262at33090	Complete	Z_mays_g009270.t1	220.6	240	https://v10-1.orthodb.org/?query=62262at33090	Pseudouridine synthase, catalytic domain superfamily
63411at33090	Complete	Z_mays_g010577.t1	508.5	325	https://v10-1.orthodb.org/?query=63411at33090	Fe-S cluster assembly domain superfamily
63853at33090	Complete	Z_mays_g033472.t1	657.7	346	https://v10-1.orthodb.org/?query=63853at33090	NAD-dependent epimerase/dehydratase
64272at33090	Fragmented	Z_mays_g004454.t1	257.8	224	https://v10-1.orthodb.org/?query=64272at33090	Nucleolar protein 14
65263at33090	Missing
67132at33090	Fragmented	Z_mays_g030043.t1	324.1	222	https://v10-1.orthodb.org/?query=67132at33090	DNA topoisomerase 6 subunit B
67389at33090	Fragmented	Z_mays_g001904.t1	264.0	226	https://v10-1.orthodb.org/?query=67389at33090	Ribosomal protein Rsm22-like
68169at33090	Duplicated	Z_mays_g008158.t1	387.4	445	https://v10-1.orthodb.org/?query=68169at33090	Nucleoporin Nup88
68169at33090	Duplicated	Z_mays_g008158.t2	387.4	445	https://v10-1.orthodb.org/?query=68169at33090	Nucleoporin Nup88
68537at33090	Fragmented	Z_mays_g029929.t1	217.5	185	https://v10-1.orthodb.org/?query=68537at33090	Glycosyltransferase subfamily 4-like, N-terminal domain
68957at33090	Fragmented	Z_mays_g013347.t1	355.8	256	https://v10-1.orthodb.org/?query=68957at33090	Mannosyltransferase
69073at33090	Fragmented	Z_mays_g034433.t1	254.4	177	https://v10-1.orthodb.org/?query=69073at33090	Protein arginine methyltransferase NDUFAF7
69137at33090	Fragmented	Z_mays_g036583.t1	272.9	213	https://v10-1.orthodb.org/?query=69137at33090	CDK5 regulatory subunit-associated protein 3
69505at33090	Fragmented	Z_mays_g036816.t1	331.9	216	https://v10-1.orthodb.org/?query=69505at33090	tRNA A64-2'-O-ribosylphosphate transferase
69614at33090	Missing
70613at33090	Fragmented	Z_mays_g036380.t1	170.6	98	https://v10-1.orthodb.org/?query=70613at33090	Homogentisate 1,2-dioxygenase
71620at33090	Fragmented	Z_mays_g006070.t1	125.4	105	https://v10-1.orthodb.org/?query=71620at33090	DNA primase large subunit
72992at33090	Fragmented	Z_mays_g005882.t1	214.9	178	https://v10-1.orthodb.org/?query=72992at33090	RED-like, N-terminal
74230at33090	Fragmented	Z_mays_g007527.t2	289.7	176	https://v10-1.orthodb.org/?query=74230at33090	Peptidogalycan biosysnthesis/recognition
74580at33090	Duplicated	Z_mays_g038548.t1	511.6	394	https://v10-1.orthodb.org/?query=74580at33090	Nuclear protein DGCR14/ESS-2
74580at33090	Duplicated	Z_mays_g021318.t1	492.3	357	https://v10-1.orthodb.org/?query=74580at33090	Nuclear protein DGCR14/ESS-2
74742at33090	Fragmented	Z_mays_g030190.t1	233.6	208	https://v10-1.orthodb.org/?query=74742at33090	Histone acetyltransferase type B, catalytic subunit
75785at33090	Complete	Z_mays_g024084.t1	346.6	221	https://v10-1.orthodb.org/?query=75785at33090	P-loop containing nucleoside triphosphate hydrolase
76026at33090	Fragmented	Z_mays_g008868.t1	145.7	128	https://v10-1.orthodb.org/?query=76026at33090	SET domain
76849at33090	Fragmented	Z_mays_g013608.t1	422.6	269	https://v10-1.orthodb.org/?query=76849at33090	Mini-chromosome maintenance complex-binding protein
79950at33090	Fragmented	Z_mays_g005834.t1	226.0	145	https://v10-1.orthodb.org/?query=79950at33090	Rhodanese-like domain
83749at33090	Duplicated	Z_mays_g027350.t1	288.6	308	https://v10-1.orthodb.org/?query=83749at33090	Beta-ketoacyl synthase, C-terminal
83749at33090	Duplicated	Z_mays_g035913.t1	281.5	290	https://v10-1.orthodb.org/?query=83749at33090	Beta-ketoacyl synthase, C-terminal
84114at33090	Missing
84264at33090	Complete	Z_mays_g027587.t1	495.5	602	https://v10-1.orthodb.org/?query=84264at33090	WW domain
87347at33090	Complete	Z_mays_g000369.t1	909.4	614	https://v10-1.orthodb.org/?query=87347at33090	WD40 repeat
87734at33090	Missing
88295at33090	Missing
88687at33090	Fragmented	Z_mays_g001499.t1	146.9	105	https://v10-1.orthodb.org/?query=88687at33090	Rad9/Ddc1
88771at33090	Missing
89796at33090	Fragmented	Z_mays_g000838.t1	562.9	303	https://v10-1.orthodb.org/?query=89796at33090	Conserved oligomeric Golgi complex subunit 6
90240at33090	Fragmented	Z_mays_g023433.t1	285.6	196	https://v10-1.orthodb.org/?query=90240at33090	Methyltransferase domain
90301at33090	Missing
90872at33090	Missing
92418at33090	Missing
92579at33090	Fragmented	Z_mays_g022886.t1	123.3	186	https://v10-1.orthodb.org/?query=92579at33090	Ubiquitin-associated domain
95807at33090	Fragmented	Z_mays_g017711.t1	209.6	193	https://v10-1.orthodb.org/?query=95807at33090	ApaG domain
96953at33090	Missing
97593at33090	Fragmented	Z_mays_g016610.t1	209.1	206	https://v10-1.orthodb.org/?query=97593at33090	Origin recognition complex subunit 4
101241at33090	Complete	Z_mays_g006493.t1	387.1	264	https://v10-1.orthodb.org/?query=101241at33090	Actin family
101701at33090	Fragmented	Z_mays_g033924.t1	242.2	259	https://v10-1.orthodb.org/?query=101701at33090	Nucleotide-diphospho-sugar transferases
102307at33090	Duplicated	Z_mays_g037280.t1	575.1	294	https://v10-1.orthodb.org/?query=102307at33090	WD40 repeat
102307at33090	Duplicated	Z_mays_g027029.t1	571.2	294	https://v10-1.orthodb.org/?query=102307at33090	WD40 repeat
103267at33090	Fragmented	Z_mays_g010243.t1	263.5	162	https://v10-1.orthodb.org/?query=103267at33090	RecQ-mediated genome instability protein 1
103382at33090	Fragmented	Z_mays_g038121.t1	197.6	155	https://v10-1.orthodb.org/?query=103382at33090	Oxoglutarate/iron-dependent dioxygenase
104218at33090	Complete	Z_mays_g000790.t1	405.3	248	https://v10-1.orthodb.org/?query=104218at33090	Tryptophan synthase beta subunit-like PLP-dependent enzyme
104557at33090	Fragmented	Z_mays_g003427.t1	401.4	209	https://v10-1.orthodb.org/?query=104557at33090	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
104821at33090	Complete	Z_mays_g035658.t1	490.6	293	https://v10-1.orthodb.org/?query=104821at33090	RNA 2-O ribose methyltransferase, substrate binding
104867at33090	Missing
105044at33090	Fragmented	Z_mays_g018631.t1	746.3	427	https://v10-1.orthodb.org/?query=105044at33090	Helicase, C-terminal
105782at33090	Fragmented	Z_mays_g031649.t1	358.2	210	https://v10-1.orthodb.org/?query=105782at33090	CobW/HypB/UreG, nucleotide-binding domain
105867at33090	Duplicated	Z_mays_g025864.t1	489.3	303	https://v10-1.orthodb.org/?query=105867at33090	Alcohol dehydrogenase, C-terminal
105867at33090	Duplicated	Z_mays_g018202.t1	434.2	273	https://v10-1.orthodb.org/?query=105867at33090	Alcohol dehydrogenase, C-terminal
106769at33090	Missing
106886at33090	Fragmented	Z_mays_g022069.t1	203.3	206	https://v10-1.orthodb.org/?query=106886at33090	Cell division control protein 73, C-terminal
107107at33090	Complete	Z_mays_g003014.t2	477.0	342	https://v10-1.orthodb.org/?query=107107at33090	PUB domain
107413at33090	Complete	Z_mays_g011202.t1	574.6	353	https://v10-1.orthodb.org/?query=107413at33090	GPI mannosyltransferase 1
108705at33090	Complete	Z_mays_g037473.t1	401.5	320	https://v10-1.orthodb.org/?query=108705at33090	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
109586at33090	Fragmented	Z_mays_g000645.t1	334.7	267	https://v10-1.orthodb.org/?query=109586at33090	Aminoacyl-tRNA synthetase, class Ia
109823at33090	Fragmented	Z_mays_g023130.t1	174.9	150	https://v10-1.orthodb.org/?query=109823at33090	Domain of unknown function DUF1995
110222at33090	Complete	Z_mays_g007952.t1	418.1	364	https://v10-1.orthodb.org/?query=110222at33090	DnaJ domain
110225at33090	Missing
111210at33090	Fragmented	Z_mays_g027667.t1	289.8	172	https://v10-1.orthodb.org/?query=111210at33090	HAD superfamily
111213at33090	Missing
111249at33090	Fragmented	Z_mays_g009916.t1	212.6	134	https://v10-1.orthodb.org/?query=111249at33090	Predicted protein
111924at33090	Missing
112238at33090	Fragmented	Z_mays_g027332.t1	497.4	314	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112325at33090	Complete	Z_mays_g012632.t1	344.3	290	https://v10-1.orthodb.org/?query=112325at33090	Sister chromatid cohesion protein Dcc1
112461at33090	Fragmented	Z_mays_g029435.t1	365.2	234	https://v10-1.orthodb.org/?query=112461at33090	FAD-linked oxidase, C-terminal
112542at33090	Fragmented	Z_mays_g010933.t1	224.2	129	https://v10-1.orthodb.org/?query=112542at33090	Cytochrome C biogenesis protein, transmembrane domain
113024at33090	Fragmented	Z_mays_g012279.t1	236.7	162	https://v10-1.orthodb.org/?query=113024at33090	Queuosine salvage protein
114996at33090	Complete	Z_mays_g010010.t1	1238.2	946	https://v10-1.orthodb.org/?query=114996at33090	Elongator complex protein 1
115240at33090	Fragmented	Z_mays_g021024.t1	228.9	174	https://v10-1.orthodb.org/?query=115240at33090	Ubiquitin domain
115992at33090	Fragmented	Z_mays_g018863.t1	149.2	120	https://v10-1.orthodb.org/?query=115992at33090	WD40 repeat
116411at33090	Duplicated	Z_mays_g015326.t1	200.3	223	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116411at33090	Duplicated	Z_mays_g034961.t1	195.8	222	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116411at33090	Duplicated	Z_mays_g013596.t1	180.8	222	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116411at33090	Duplicated	Z_mays_g032553.t1	174.6	222	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116516at33090	Fragmented	Z_mays_g038811.t1	306.2	197	https://v10-1.orthodb.org/?query=116516at33090	SecY/SEC61-alpha family
116585at33090	Fragmented	Z_mays_g012348.t1	278.7	206	https://v10-1.orthodb.org/?query=116585at33090	Zinc finger, RING-type
116623at33090	Duplicated	Z_mays_g001901.t1	301.0	249	https://v10-1.orthodb.org/?query=116623at33090	Zinc finger, HIT-type
116623at33090	Duplicated	Z_mays_g003986.t1	298.4	249	https://v10-1.orthodb.org/?query=116623at33090	Zinc finger, HIT-type
117191at33090	Fragmented	Z_mays_g025720.t1	233.3	157	https://v10-1.orthodb.org/?query=117191at33090	NAD(P)-binding domain
117247at33090	Complete	Z_mays_g009985.t1	386.6	226	https://v10-1.orthodb.org/?query=117247at33090	Protein phosphatase methylesterase 1
119439at33090	Fragmented	Z_mays_g001142.t1	309.8	245	https://v10-1.orthodb.org/?query=119439at33090	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
120031at33090	Missing
120338at33090	Fragmented	Z_mays_g007496.t1	497.6	250	https://v10-1.orthodb.org/?query=120338at33090	Methylthiotransferase, N-terminal
120455at33090	Fragmented	Z_mays_g008601.t1	197.8	139	https://v10-1.orthodb.org/?query=120455at33090	Uracil-DNA glycosylase
120589at33090	Complete	Z_mays_g025776.t1	564.1	373	https://v10-1.orthodb.org/?query=120589at33090	beta-catenin-like protein 1
121281at33090	Fragmented	Z_mays_g038600.t1	44.5	103	https://v10-1.orthodb.org/?query=121281at33090	Formyl transferase, C-terminal
121303at33090	Fragmented	Z_mays_g036062.t1	156.1	127	https://v10-1.orthodb.org/?query=121303at33090	Alpha/Beta hydrolase fold
122367at33090	Complete	Z_mays_g031777.t1	457.7	337	https://v10-1.orthodb.org/?query=122367at33090	Amine oxidase
122422at33090	Complete	Z_mays_g036956.t1	388.6	248	https://v10-1.orthodb.org/?query=122422at33090	Short-chain dehydrogenase/reductase SDR
122831at33090	Missing
122958at33090	Complete	Z_mays_g026606.t1	354.2	253	https://v10-1.orthodb.org/?query=122958at33090	Leucine carboxyl methyltransferase 1
123838at33090	Fragmented	Z_mays_g017790.t1	190.7	113	https://v10-1.orthodb.org/?query=123838at33090	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
125550at33090	Complete	Z_mays_g008389.t1	166.8	132	https://v10-1.orthodb.org/?query=125550at33090	Regulatory protein RecX
125747at33090	Missing
126138at33090	Fragmented	Z_mays_g003944.t1	117.5	122	https://v10-1.orthodb.org/?query=126138at33090	DnaJ domain
126427at33090	Fragmented	Z_mays_g025755.t1	287.6	187	https://v10-1.orthodb.org/?query=126427at33090	RmlD-like substrate binding domain
127059at33090	Fragmented	Z_mays_g016346.t1	322.2	208	https://v10-1.orthodb.org/?query=127059at33090	Aminoacyl-tRNA synthetase, class Ic
128774at33090	Fragmented	Z_mays_g005243.t1	174.6	150	https://v10-1.orthodb.org/?query=128774at33090	Proteasome assembly chaperone 2
130268at33090	Complete	Z_mays_g006423.t1	184.0	149	https://v10-1.orthodb.org/?query=130268at33090	Methyltransferase type 11
130279at33090	Missing
130637at33090	Duplicated	Z_mays_g024647.t1	252.2	257	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
130637at33090	Duplicated	Z_mays_g021881.t1	224.2	257	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
130637at33090	Duplicated	Z_mays_g038557.t1	253.0	250	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
130637at33090	Duplicated	Z_mays_g021241.t1	260.2	246	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
130637at33090	Duplicated	Z_mays_g000110.t1	237.6	244	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
130637at33090	Duplicated	Z_mays_g003121.t1	227.4	244	https://v10-1.orthodb.org/?query=130637at33090	Protein kinase domain
131556at33090	Fragmented	Z_mays_g032446.t1	288.7	220	https://v10-1.orthodb.org/?query=131556at33090	SUF system FeS cluster assembly, SufBD
131874at33090	Duplicated	Z_mays_g019407.t1	636.7	496	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g007716.t1	610.5	477	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g032152.t1	660.3	474	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g032152.t2	660.3	474	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g016546.t1	680.9	469	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g034739.t1	651.8	468	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g010551.t1	611.1	468	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g003437.t1	654.1	458	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g008283.t1	657.9	457	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g024381.t1	632.5	456	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131874at33090	Duplicated	Z_mays_g007616.t1	614.2	456	https://v10-1.orthodb.org/?query=131874at33090	ABC transporter type 1, transmembrane domain
131914at33090	Missing
133112at33090	Duplicated	Z_mays_g025742.t1	322.3	243	https://v10-1.orthodb.org/?query=133112at33090	Predicted protein
133112at33090	Duplicated	Z_mays_g025742.t2	322.3	243	https://v10-1.orthodb.org/?query=133112at33090	Predicted protein
133622at33090	Complete	Z_mays_g008624.t1	330.5	229	https://v10-1.orthodb.org/?query=133622at33090	OTU domain
134078at33090	Missing
135419at33090	Complete	Z_mays_g001523.t1	470.8	283	https://v10-1.orthodb.org/?query=135419at33090	NAD(P)-binding domain
135892at33090	Fragmented	Z_mays_g032319.t1	433.0	234	https://v10-1.orthodb.org/?query=135892at33090	Pyridoxal phosphate-dependent transferase
136118at33090	Complete	Z_mays_g022445.t1	692.5	408	https://v10-1.orthodb.org/?query=136118at33090	WD40 repeat
136267at33090	Duplicated	Z_mays_g026931.t1	301.1	250	https://v10-1.orthodb.org/?query=136267at33090	Leucine-rich repeat, cysteine-containing subtype
136267at33090	Duplicated	Z_mays_g022640.t1	301.1	235	https://v10-1.orthodb.org/?query=136267at33090	Leucine-rich repeat, cysteine-containing subtype
136579at33090	Fragmented	Z_mays_g002922.t1	152.9	155	https://v10-1.orthodb.org/?query=136579at33090	HI0933-like insert domain superfamily
137018at33090	Complete	Z_mays_g026761.t1	481.6	257	https://v10-1.orthodb.org/?query=137018at33090	Photosynthesis system II assembly factor Ycf48/Hcf136
137771at33090	Fragmented	Z_mays_g009744.t1	354.8	219	https://v10-1.orthodb.org/?query=137771at33090	Kelch repeat type 1
137787at33090	Fragmented	Z_mays_g013163.t1	329.9	318	https://v10-1.orthodb.org/?query=137787at33090	U3 small nucleolar RNA-associated protein 6
138499at33090	Complete	Z_mays_g031094.t1	256.5	153	https://v10-1.orthodb.org/?query=138499at33090	Tetratricopeptide repeat
138782at33090	Fragmented	Z_mays_g036187.t1	155.2	123	https://v10-1.orthodb.org/?query=138782at33090	Domain of unknown function DUF1995
139062at33090	Complete	Z_mays_g025848.t1	273.2	209	https://v10-1.orthodb.org/?query=139062at33090	Vps72/YL1, C-terminal
139450at33090	Duplicated	Z_mays_g031228.t1	126.9	210	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139450at33090	Duplicated	Z_mays_g012012.t1	128.7	205	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139450at33090	Duplicated	Z_mays_g027789.t1	127.5	192	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139450at33090	Duplicated	Z_mays_g020942.t1	114.8	186	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139450at33090	Duplicated	Z_mays_g029256.t1	111.7	185	https://v10-1.orthodb.org/?query=139450at33090	Leucine-rich repeat
139497at33090	Missing
140683at33090	Complete	Z_mays_g000197.t1	199.1	169	https://v10-1.orthodb.org/?query=140683at33090	Glycerol kinase
140876at33090	Duplicated	Z_mays_g034517.t1	362.9	201	https://v10-1.orthodb.org/?query=140876at33090	PsbP, C-terminal
140876at33090	Duplicated	Z_mays_g034517.t2	362.9	201	https://v10-1.orthodb.org/?query=140876at33090	PsbP, C-terminal
